Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,223198,6,5,738,5079,389,0,123.0,153.6801874,1971,0,1015.8,913.3929603,26062.06149,49.28359573,22319.8,24334.54114,73427,78,188071,37614.2,26507.01137,78670,15695,194572,48643.0,37922.32462,89200,253,0,0,0,0,132,112,26.88196131,22.40163442,0,1971,484.75,731.4659161,535042.3864,0,0,0,1,0,0,0,0,0,528.8181818,123.0,1015.8,132,0,0,0,0,0,0,6,738,5,5079,8192,254,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,23296,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,6009.615385,85.85164835,23296.0,0.0,23296,23296,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,42.92582418,42.92582418,62,78,67.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,40,0,0,0,0,0,0,1,62,1,78,-1,-1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,337,2,2,168,424,84,84,84.0,0.0,212,212,212.0,0.0,1756676.558,11869.4362,112.3333333,188.505526,330,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,5934.718101,5934.718101,84,212,135.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,169.0,84.0,212.0,64,0,0,0,0,0,0,2,168,2,424,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
51339,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,141,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1304964.539,28368.79433,47.0,75.34586916,134,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,14184.39716,14184.39716,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1510,4,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,1047,-1,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,61103495,14,13,990,3440,596,0,70.71428571,162.8375446,1615,2,264.6153846,569.3920059,72.49994456,0.441873251,2350134.423,4269434.317,9992979,91,61100000,4700268.846,5169104.223,10100000,126,61000000,5084867.5,5215336.009,10100000,212,0,0,0,0,292,264,0.229119464,0.212753788,0,1615,158.2142857,408.9096031,167207.0635,0,0,0,1,0,0,0,0,0,164.0740741,70.71428571,264.6153846,292,0,0,0,0,0,0,14,990,13,3440,8192,30992,13.0,20.0,120589.1667,87700.03812,299606.0,84636.0,9992711.333,353.2079652,9992979.0,9992020.0,BENIGN
80,115543130,23,22,486,19347,486,0,21.13043478,101.3380052,4254,0,879.4090909,1247.007109,171.6501881,0.389464956,2625980.227,4375079.428,10000000,21,116000000,5251960.455,5011475.188,10100000,193,111000000,5267193.048,5138298.237,10100000,176,0,0,0,0,744,712,0.199059866,0.190405089,0,4254,431.1521739,958.6407499,918992.0874,0,0,0,1,0,0,0,0,0,440.7333333,21.13043478,879.4090909,744,0,0,0,0,0,0,23,486,22,19347,29200,340,1.0,32.0,44139.54545,24035.46861,116609.0,36840.0,10000000.0,6544.691135,10000000.0,9998056.0,BENIGN
53,47976,1,1,46,107,46,46,46.0,0.0,107,107,107.0,0.0,3189.094547,41.68751042,47976.0,0.0,47976,47976,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.84375521,20.84375521,46,107,66.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,99.5,46.0,107.0,20,0,0,0,0,0,0,1,46,1,107,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
60986,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,32790,2,2,60,228,30,30,30.0,0.0,114,114,114.0,0.0,8783.165599,121.9884111,10930.0,18928.71726,32787,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,40,60.99420555,60.99420555,30,114,63.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,79.5,30.0,114.0,64,0,0,0,0,0,0,2,60,2,228,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,223,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,995515.6951,17937.21973,74.33333333,89.45576188,174,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,8968.609865,8968.609865,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,111,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,108108.1081,18018.01802,111.0,0.0,111,111,111,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0,0,0,40,0,18018.01802,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
46683,213,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9389.671362,213.0,0.0,213,213,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4694.835681,4694.835681,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,360,333,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,76885,4,2,188,542,47,47,47.0,0.0,271,271,271.0,0.0,9494.699876,78.03862912,15377.0,21350.26184,43473,3,33408,11136.0,19282.92164,33402,3,4,4.0,0.0,4,4,0,0,0,0,80,40,52.02575275,26.01287637,47,271,111.0,109.3008082,11946.66667,0,0,0,0,0,0,0,0,0,129.5,47.0,271.0,80,0,0,0,0,0,0,4,188,2,542,-1,-1,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,582,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,171821.3058,3436.426117,582.0,0.0,582,582,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1718.213058,1718.213058,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,87345,3,4,440,859,440,0,146.6666667,254.0341184,859,0,214.75,429.5,14872.05908,80.14196577,14557.5,16941.81218,40250,4,63509,31754.5,12014.45132,40250,23259,64146,21382.0,36669.83191,63724,4,0,0,0,0,104,136,34.34655676,45.79540901,0,859,162.375,320.8372696,102936.5536,0,0,0,1,0,0,0,0,1,185.5714286,146.6666667,214.75,104,0,0,0,0,0,0,3,440,4,859,29200,31,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,5750365,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.695608018,1916788.333,3281226.525,5705535,132,5750365,2875182.5,4002722.892,5705535,44830,0,0.0,0.0,0,0,0,0,0,0,104,40,0.521706013,0.173902004,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
50856,45,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,955555.5556,66666.66667,22.5,30.40559159,44,1,45,22.5,30.40559159,44,1,0,0.0,0.0,0,0,0,0,0,0,60,0,66666.66667,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,60,-1,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35994,82,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,243,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,117605738,16,15,1043,5279,372,0,65.1875,100.8181325,1430,0,351.9333333,505.2172753,53.75588052,0.263592581,3920191.267,14900000.0,58700000,1,118000000,7840382.533,20600000.0,58700000,25,118000000,8393852.857,21300000.0,58800000,1,0,0,0,0,332,312,0.136047784,0.127544797,0,1430,197.5625,376.8607116,142023.996,0,0,0,1,0,0,0,0,0,203.9354839,65.1875,351.9333333,332,0,0,0,0,0,0,16,1043,15,5279,8192,360,15.0,20.0,140350.5,53148.26699,177932.0,102769.0,58600000.0,156941.643,58700000.0,58500000.0,BENIGN
53,191241,1,1,53,166,53,53,53.0,0.0,166,166,166.0,0.0,1145.151929,10.45800848,191241.0,0.0,191241,191241,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5.229004241,5.229004241,53,166,90.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,136.0,53.0,166.0,20,0,0,0,0,0,0,1,53,1,166,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,50635162,14,10,894,3352,588,0,63.85714286,160.9901369,1602,0,335.2,632.9050833,83.8547727,0.473978932,2201528.783,4165487.48,10000000,37,50600000,3895012.462,5038760.787,10100000,227,40900000,4543356.889,5283981.666,10100000,232,0,0,0,0,456,328,0.27648771,0.197491222,0,1602,169.84,428.2517445,183399.5567,0,0,0,1,0,0,0,0,0,176.9166667,63.85714286,335.2,456,0,0,0,0,0,0,14,894,10,3352,29200,114,3.0,32.0,219313.75,219670.8373,548820.0,109431.0,10000000.0,5395.425802,10000000.0,9997507.0,BENIGN
53,1131,2,2,86,176,43,43,43.0,0.0,88,88,88.0,0.0,231653.4041,3536.693192,377.0,608.3477624,1079,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,1768.346596,1768.346596,43,88,61.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,76.25,43.0,88.0,40,0,0,0,0,0,0,2,86,2,176,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,154974,5,6,1024,571,517,0,204.8,256.2766084,391,0,95.16666667,153.8459186,10292.04899,70.9796482,15497.4,24070.82009,50462,1,101521,25380.25,29022.32488,50774,126,104776,20955.2,27330.64263,50885,1,0,0,0,0,112,132,32.26347645,38.71617174,0,517,132.9166667,198.4272059,39373.35606,0,0,0,1,0,0,0,0,1,145.0,204.8,95.16666667,112,0,0,0,0,0,0,5,1024,6,571,8192,40,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,154,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1792207.792,25974.02597,51.33333333,82.85127237,147,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,208932,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,497.7696093,9.572492486,208932.0,0.0,208932,208932,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4.786246243,4.786246243,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,15387421,10,9,1370,735,1025,0,137.0,319.8899116,562,0,81.66666667,182.9029797,136.8000525,1.23477482,854856.7222,2548848.799,9800586,3,15400000,1709713.444,3494090.032,9800586,4,10100000,1263523.375,3540987.706,10000000,3,0,0,0,0,212,188,0.649881484,0.584893336,0,1025,105.25,252.8529581,63934.61842,0,0,0,1,0,0,0,0,0,110.7894737,137.0,81.66666667,212,0,0,0,0,0,0,10,1370,9,735,8192,5689,9.0,20.0,171222.0,193260.7686,307878.0,34566.0,7522486.5,3221719.209,9800586.0,5244387.0,BENIGN
80,27220613,17,11,2170,9815,434,0,127.6470588,203.8360067,1963,0,892.2727273,867.5429777,440.2913336,1.028632235,1008170.852,2733355.08,10200000,4,27200000,1701288.313,3424786.687,10200000,88,26800000,2684126.9,4095549.565,10200000,184,0,0,0,0,552,360,0.624526714,0.404105521,0,1963,413.2758621,662.0486007,438308.3498,0,0,0,1,0,0,0,0,0,428.0357143,127.6470588,892.2727273,552,0,0,0,0,0,0,17,2170,11,9815,29200,1073,5.0,32.0,3305008.0,4637070.507,6583912.0,26104.0,10100000.0,141657.5299,10200000.0,10000000.0,BENIGN
3289,15,10,0,180,0,18,18,18.0,0.0,0,0,0.0,0.0,12000000.0,666666.6667,1.666666667,1.658312395,6,1,15,1.666666667,1.658312395,6,1,0,0.0,0.0,0,0,0,0,0,0,200,0,666666.6667,0.0,18,18,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,19.8,18.0,0.0,200,0,0,0,0,0,0,10,180,0,0,-1,-1,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,115929715,21,17,2418,3513,1783,0,115.1428571,398.5280775,1700,0,206.6470588,553.3024649,51.16030864,0.327784813,3133235.541,4611645.184,10000000,4,116000000,5796485.75,4950382.731,10100000,4,111000000,6917502.5,4797535.801,10100000,242,0,0,0,0,680,552,0.181144239,0.146640574,0,1783,152.0769231,463.884876,215189.1781,0,0,0,1,0,0,0,0,0,156.0789474,115.1428571,206.6470588,680,0,0,0,0,0,0,21,2418,17,3513,29200,383,4.0,32.0,53016.75,39829.81655,179489.0,41211.0,9607792.5,1385492.464,10000000.0,5208332.0,BENIGN
53,102848,2,2,82,424,41,41,41.0,0.0,212,212,212.0,0.0,4919.881767,38.89234599,34282.66667,59334.29124,102796,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,19.44617299,19.44617299,41,212,109.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,136.75,41.0,212.0,40,0,0,0,0,0,0,2,82,2,424,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49246,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,65535,64240,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,23966,2,2,66,202,33,33,33.0,0.0,101,101,101.0,0.0,11182.50855,166.9031127,7988.666667,13790.89556,23913,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,40,83.45155637,83.45155637,33,101,60.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,75.25,33.0,101.0,64,0,0,0,0,0,0,2,66,2,202,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,24055,2,2,60,468,30,30,30.0,0.0,234,234,234.0,0.0,21949.69861,166.2855955,8018.333333,13882.09856,24048,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,83.14279776,83.14279776,30,234,111.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,139.5,30.0,234.0,40,0,0,0,0,0,0,2,60,2,468,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,23981,2,2,70,234,35,35,35.0,0.0,117,117,117.0,0.0,12676.70239,166.7987156,7993.666667,13839.37464,23974,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,83.39935782,83.39935782,35,117,67.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,84.75,35.0,117.0,64,0,0,0,0,0,0,2,70,2,234,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,47182,2,2,92,300,46,46,46.0,0.0,150,150,150.0,0.0,8308.253147,84.77809334,15727.33333,27235.34425,47176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,42.38904667,42.38904667,46,150,87.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,109.5,46.0,150.0,40,0,0,0,0,0,0,2,92,2,300,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,119943655,24,18,2911,1580,723,0,121.2916667,234.5709273,321,0,87.77777778,144.9403754,37.44258085,0.350164417,2925455.0,4421568.749,10000000,96,120000000,5214941.522,4840686.193,10000000,311,114000000,6730180.0,4628550.544,10000000,1291,0,0,0,0,492,504,0.200093952,0.150070464,0,723,104.4418605,197.9293167,39176.0144,0,0,0,1,0,0,0,0,0,106.9285714,121.2916667,87.77777778,492,0,0,0,0,0,0,24,2911,18,1580,8192,1126,23.0,20.0,404706.8182,1215014.335,4068112.0,37648.0,9996497.0,15356.60119,10000000.0,9950923.0,BENIGN
33763,209,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9569.37799,209.0,0.0,209,209,209,209.0,0.0,209,209,0,0.0,0.0,0,0,0,0,0,0,64,0,9569.37799,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,383,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,23506,1,1,59,124,59,59,59.0,0.0,124,124,124.0,0.0,7785.24632,85.08465924,23506.0,0.0,23506,23506,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.54232962,42.54232962,59,124,80.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,121.0,59.0,124.0,20,0,0,0,0,0,0,1,59,1,124,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,61254,1,1,61,182,61,61,61.0,0.0,182,182,182.0,0.0,3967.087864,32.65092892,61254.0,0.0,61254,61254,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.32546446,16.32546446,61,182,101.3333333,69.85938257,4880.333333,0,0,0,0,0,0,0,0,1,152.0,61.0,182.0,32,0,0,0,0,0,0,1,61,1,182,-1,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,17129060,10,9,695,6037,332,0,69.5,135.4886219,2347,0,670.7777778,885.9164433,393.0163126,1.109226075,951614.4444,2521969.468,10000000,1,12400000,1377701.889,3259443.642,10000000,98,16900000,2107955.0,3681869.253,10300000,216,0,0,0,0,220,192,0.583803198,0.525422878,0,2347,336.6,659.9758688,435568.1474,0,0,0,1,0,0,0,0,0,354.3157895,69.5,670.7777778,220,0,0,0,0,0,0,10,695,9,6037,29200,131,9.0,20.0,2129575.0,0.0,2129575.0,2129575.0,10000000.0,0.0,10000000.0,10000000.0,BENIGN
53,30596,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3922.081318,65.36802196,30596.0,0.0,30596,30596,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.68401098,32.68401098,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,4819444,2,2,106,138,56,50,53.0,4.242640687,72,66,69.0,4.242640687,50.62824674,0.829971258,1606481.333,2723505.927,4751313,30923,4782236,4782236.0,0.0,4782236,4782236,4788521,4788521.0,0.0,4788521,4788521,0,0,0,0,40,40,0.414985629,0.414985629,50,72,60.0,8.831760866,78.0,0,0,0,0,0,0,0,0,1,75.0,53.0,69.0,40,0,0,0,0,0,0,2,106,2,138,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,24104,2,2,62,126,31,31,31.0,0.0,63,63,63.0,0.0,7799.535347,165.9475606,8034.666667,13871.43501,24052,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,82.97378029,82.97378029,31,63,43.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,54.75,31.0,63.0,40,0,0,0,0,0,0,2,62,2,126,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
51955,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,12501,255,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,30257,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,396.6024391,66.10040652,30257.0,0.0,30257,30257,30257,30257.0,0.0,30257,30257,0,0.0,0.0,0,0,0,0,0,0,40,0,66.10040652,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,524,2,2,58,506,29,29,29.0,0.0,253,253,253.0,0.0,1076335.878,7633.587786,174.6666667,260.3388817,474,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,80,3816.793893,3816.793893,29,253,118.6,122.6898529,15052.8,0,0,0,0,0,0,0,0,1,148.25,29.0,253.0,40,0,0,0,0,0,0,2,58,2,506,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,115797488,16,14,795,838,711,0,49.6875,176.3563509,766,0,59.85714286,203.2481837,14.10220574,0.259072977,3993016.828,4869865.732,10000000,57,116000000,7719832.533,4117354.328,10000000,6074,111000000,8504779.462,3707713.655,10000000,29106,0,0,0,0,332,288,0.138172255,0.120900723,0,766,52.67741935,183.2294349,33573.02581,0,0,0,1,0,0,0,0,0,54.43333333,49.6875,59.85714286,332,0,0,0,0,0,0,16,795,14,838,8192,4851,15.0,20.0,54918.54545,106281.5041,375369.0,22657.0,9996194.182,15127.22781,10000000.0,9950682.0,BENIGN
49937,26839,6,1,447,6,299,6,74.5,111.8172616,6,6,6.0,0.0,16878.42319,260.8144864,4473.166667,6947.729972,14802,1,26839,5367.8,7411.235336,14802,1,0,0.0,0.0,0,0,1,0,0,0,120,20,223.555274,37.25921234,6,299,94.0,127.9319015,16366.57143,0,1,0,0,1,0,0,0,0,107.4285714,74.5,6.0,120,0,0,0,0,0,0,6,447,1,6,343,0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,192,2,2,60,150,30,30,30.0,0.0,75,75,75.0,0.0,1093750.0,20833.33333,64.0,105.6550993,186,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,10416.66667,10416.66667,30,75,48.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,60.0,30.0,75.0,80,0,0,0,0,0,0,2,60,2,150,-1,-1,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
